,antecedent,consequent,support,confidence
0,[19],[0],0.16666666666666666,0.3333333333333333
1,"[19, 24]",[0],0.05555555555555555,0.3333333333333333
2,[19],[0],0.16666666666666666,0.3333333333333333
3,"[18, 19]",[0],0.05555555555555555,0.3333333333333333
4,[19],[1],0.16666666666666666,0.3333333333333333
5,"[19, 24]",[1],0.05555555555555555,0.3333333333333333
6,[19],[1],0.16666666666666666,0.3333333333333333
7,"[18, 19]",[1],0.05555555555555555,0.3333333333333333
8,[19],[2],0.16666666666666666,0.3333333333333333
9,"[19, 24]",[2],0.05555555555555555,0.3333333333333333
10,[19],[2],0.16666666666666666,0.3333333333333333
11,"[19, 31]",[2],0.07160493827160494,0.5
12,[28],[3],0.1037037037037037,0.3150492264416315
13,"[19, 28]",[3],0.05185185185185185,0.29946524064171126
14,[28],[3],0.1037037037037037,0.3150492264416315
15,"[20, 28]",[3],0.05185185185185185,0.3323442136498516
16,[28],[4],0.1037037037037037,0.3150492264416315
17,"[19, 28]",[4],0.05185185185185185,0.29946524064171126
18,[28],[4],0.1037037037037037,0.3150492264416315
19,"[20, 28]",[4],0.05185185185185185,0.3323442136498516
20,[19],[5],0.1,0.2
21,"[19, 22]",[5],0.03333333333333333,0.2
22,[19],[5],0.1,0.2
23,"[19, 24]",[5],0.03333333333333333,0.2
24,[19],[6],0.1,0.2
25,"[9, 19]",[6],0.025,0.2
26,[19],[6],0.1,0.2
27,"[19, 31]",[6],0.04506172839506173,0.3146551724137931
28,[19],[7],0.1,0.2
29,"[18, 19]",[7],0.03333333333333333,0.2
30,[19],[7],0.1,0.2
31,"[19, 24]",[7],0.03333333333333333,0.2
32,[19],[8],0.125,0.25
33,"[19, 24]",[8],0.041666666666666664,0.25
34,[19],[8],0.125,0.25
35,"[19, 28]",[8],0.04675925925925926,0.2700534759358289
36,[19],[9],0.125,0.25
37,"[19, 24]",[9],0.041666666666666664,0.25
38,[19],[9],0.125,0.25
39,"[1, 19]",[9],0.041666666666666664,0.25
40,[19],[10],0.125,0.25
41,"[19, 24]",[10],0.041666666666666664,0.25
42,[19],[10],0.125,0.25
43,"[14, 19]",[10],0.03125,0.25
44,[19],[11],0.125,0.25
45,"[19, 24]",[11],0.041666666666666664,0.25
46,[19],[11],0.125,0.25
47,"[19, 25]",[11],0.041666666666666664,0.25
48,[19],[12],0.125,0.25
49,"[19, 24]",[12],0.041666666666666664,0.25
50,[19],[12],0.125,0.25
51,"[18, 19]",[12],0.041666666666666664,0.25
52,[19],[13],0.125,0.25
53,"[19, 24]",[13],0.041666666666666664,0.25
54,[19],[13],0.125,0.25
55,"[18, 19]",[13],0.041666666666666664,0.25
56,[19],[14],0.125,0.25
57,"[19, 24]",[14],0.041666666666666664,0.25
58,[19],[14],0.125,0.25
59,"[18, 19]",[14],0.041666666666666664,0.25
60,[19],[15],0.125,0.25
61,"[19, 24]",[15],0.041666666666666664,0.25
62,[19],[15],0.125,0.25
63,"[18, 19]",[15],0.041666666666666664,0.25
64,[19],[16],0.16666666666666666,0.3333333333333333
