,antecedent,consequent,support,confidence
0,[19],[0],0.16666666666666666,0.3333333333333333
1,"[19, 24]",[0],0.05555555555555555,0.3333333333333333
2,[19],[0],0.16666666666666666,0.3333333333333333
3,"[19, 26]",[0],0.05555555555555555,0.3333333333333333
4,[19],[1],0.16666666666666666,0.3333333333333333
5,"[19, 24]",[1],0.05555555555555555,0.3333333333333333
6,[19],[1],0.16666666666666666,0.3333333333333333
7,"[17, 19]",[1],0.05555555555555555,0.3333333333333333
8,[19],[2],0.16666666666666666,0.3333333333333333
9,"[17, 19]",[2],0.05555555555555555,0.3333333333333333
10,[19],[2],0.16666666666666666,0.3333333333333333
11,"[19, 24]",[2],0.05555555555555555,0.3333333333333333
12,[19],[3],0.1,0.2
13,"[19, 21]",[3],0.03333333333333333,0.2
14,[19],[3],0.1,0.2
15,"[1, 19]",[3],0.03333333333333333,0.2
16,[19],[4],0.1,0.2
17,"[19, 29]",[4],0.03333333333333333,0.2
18,[19],[4],0.1,0.2
19,"[19, 28]",[4],0.05185185185185185,0.29946524064171126
20,[19],[5],0.1,0.2
21,"[1, 19]",[5],0.03333333333333333,0.2
22,[19],[5],0.1,0.2
23,"[19, 26]",[5],0.03333333333333333,0.2
24,[19],[6],0.1,0.2
25,"[8, 19]",[6],0.025,0.2
26,[19],[6],0.1,0.2
27,"[1, 19]",[6],0.03333333333333333,0.2
28,[19],[7],0.1,0.2
29,"[1, 19]",[7],0.03333333333333333,0.2
30,[19],[7],0.1,0.2
31,"[19, 21]",[7],0.03333333333333333,0.2
32,[19],[8],0.125,0.25
33,"[19, 24]",[8],0.041666666666666664,0.25
34,[19],[8],0.125,0.25
35,"[1, 19]",[8],0.041666666666666664,0.25
36,[19],[9],0.125,0.25
37,"[1, 19]",[9],0.041666666666666664,0.25
38,[19],[9],0.125,0.25
39,"[19, 24]",[9],0.041666666666666664,0.25
40,[19],[10],0.125,0.25
41,"[1, 19]",[10],0.041666666666666664,0.25
42,[19],[10],0.125,0.25
43,"[19, 24]",[10],0.041666666666666664,0.25
44,[19],[11],0.125,0.25
45,"[1, 19]",[11],0.041666666666666664,0.25
46,[19],[11],0.125,0.25
47,"[19, 22]",[11],0.041666666666666664,0.25
48,[19],[12],0.125,0.25
49,"[1, 19]",[12],0.041666666666666664,0.25
50,[19],[12],0.125,0.25
51,"[17, 19]",[12],0.041666666666666664,0.25
52,[19],[13],0.125,0.25
53,"[1, 19]",[13],0.041666666666666664,0.25
54,[19],[13],0.125,0.25
55,"[17, 19]",[13],0.041666666666666664,0.25
56,[19],[14],0.125,0.25
57,"[1, 19]",[14],0.041666666666666664,0.25
58,[19],[14],0.125,0.25
59,"[19, 21]",[14],0.041666666666666664,0.25
60,[19],[15],0.125,0.25
61,"[1, 19]",[15],0.041666666666666664,0.25
62,[19],[15],0.125,0.25
63,"[19, 21]",[15],0.041666666666666664,0.25
64,[19],[16],0.16666666666666666,0.3333333333333333
65,"[1, 19]",[16],0.05555555555555555,0.3333333333333333
66,[19],[16],0.16666666666666666,0.3333333333333333
