,antecedent,consequent,support,confidence
0,[19],[0],0.16666666666666666,0.3333333333333333
1,"[16, 19]",[0],0.05555555555555555,0.3333333333333333
2,[19],[0],0.16666666666666666,0.3333333333333333
3,"[11, 19]",[0],0.041666666666666664,0.3333333333333333
4,[19],[1],0.16666666666666666,0.3333333333333333
5,"[19, 24]",[1],0.05555555555555555,0.3333333333333333
6,[19],[1],0.16666666666666666,0.3333333333333333
7,"[16, 19]",[1],0.05555555555555555,0.3333333333333333
8,[19],[2],0.16666666666666666,0.3333333333333333
9,"[16, 19]",[2],0.05555555555555555,0.3333333333333333
10,[19],[2],0.16666666666666666,0.3333333333333333
11,"[19, 24]",[2],0.05555555555555555,0.3333333333333333
12,[19],[3],0.1,0.2
13,"[19, 28]",[3],0.05185185185185185,0.29946524064171126
14,[19],[3],0.1,0.2
15,"[19, 24]",[3],0.03333333333333333,0.2
16,[19],[4],0.1,0.2
17,"[16, 19]",[4],0.03333333333333333,0.2
18,[19],[4],0.1,0.2
19,"[2, 19]",[4],0.03333333333333333,0.2
20,[19],[5],0.1,0.2
21,"[11, 19]",[5],0.025,0.2
22,[19],[5],0.1,0.2
23,"[19, 24]",[5],0.03333333333333333,0.2
24,[19],[6],0.1,0.2
25,"[19, 24]",[6],0.03333333333333333,0.2
26,[19],[6],0.1,0.2
27,"[16, 19]",[6],0.03333333333333333,0.2
28,[19],[7],0.1,0.2
29,"[11, 19]",[7],0.025,0.2
30,[19],[7],0.1,0.2
31,"[19, 24]",[7],0.03333333333333333,0.2
32,[19],[8],0.125,0.25
33,"[17, 19]",[8],0.041666666666666664,0.25
34,[19],[8],0.125,0.25
35,"[19, 29]",[8],0.041666666666666664,0.25
36,[19],[9],0.125,0.25
37,"[15, 19]",[9],0.03125,0.25
38,[19],[9],0.125,0.25
39,"[19, 24]",[9],0.041666666666666664,0.25
40,[19],[10],0.125,0.25
41,"[2, 19]",[10],0.041666666666666664,0.25
42,[19],[10],0.125,0.25
43,"[16, 19]",[10],0.041666666666666664,0.25
44,[19],[11],0.125,0.25
45,"[19, 24]",[11],0.041666666666666664,0.25
46,[19],[11],0.125,0.25
47,"[16, 19]",[11],0.041666666666666664,0.25
48,[19],[12],0.125,0.25
49,"[11, 19]",[12],0.03125,0.25
50,[19],[12],0.125,0.25
51,"[19, 21]",[12],0.041666666666666664,0.25
52,[19],[13],0.125,0.25
53,"[2, 19]",[13],0.041666666666666664,0.25
54,[19],[13],0.125,0.25
55,"[17, 19]",[13],0.041666666666666664,0.25
56,[19],[14],0.125,0.25
57,"[11, 19]",[14],0.03125,0.25
58,[19],[14],0.125,0.25
59,"[16, 19]",[14],0.041666666666666664,0.25
60,[19],[15],0.125,0.25
61,"[19, 24]",[15],0.041666666666666664,0.25
62,[19],[15],0.125,0.25
63,"[0, 19]",[15],0.041666666666666664,0.25
64,[19],[16],0.16666666666666666,0.3333333333333333
65,"[19, 29]",[16],0.05555555555555555,0.3333333333333333
66,[19],[16],0.16666666666666666,0.3333333333333333
67,"[11, 19]",[16],0.041666666666666664,0.3333333333333333
68,[19],[17],0.16666666666666666,0.3333333333333333
69,"[19, 26]",[17],0.05555555555555555,0.3333333333333333
70,[19],[17],0.16666666666666666,0.3333333333333333
71,"[19, 29]",[17],0.05555555555555555,0.3333333333333333
72,[19],[18],0.16666666666666666,0.3333333333333333
73,"[19, 26]",[18],0.05555555555555555,0.3333333333333333
74,[19],[18],0.16666666666666666,0.3333333333333333
75,"[19, 29]",[18],0.05555555555555555,0.3333333333333333
76,[24],[19],0.16666666666666666,0.5
77,"[16, 24]",[19],0.05555555555555555,0.5
78,[24],[19],0.16666666666666666,0.5
79,"[17, 24]",[19],0.05555555555555555,0.5
80,[17],[20],0.16666666666666666,0.5
81,"[17, 26]",[20],0.05555555555555555,0.5
82,[17],[20],0.16666666666666666,0.5
83,"[17, 29]",[20],0.05555555555555555,0.5
84,[19],[21],0.16666666666666666,0.3333333333333333
85,"[19, 24]",[21],0.05555555555555555,0.3333333333333333
86,[19],[21],0.16666666666666666,0.3333333333333333
87,"[17, 19]",[21],0.05555555555555555,0.3333333333333333
88,[19],[22],0.16666666666666666,0.3333333333333333
89,"[19, 24]",[22],0.05555555555555555,0.3333333333333333
90,[19],[22],0.16666666666666666,0.3333333333333333
91,"[16, 19]",[22],0.05555555555555555,0.3333333333333333
92,[19],[23],0.16666666666666666,0.3333333333333333
93,"[16, 19]",[23],0.05555555555555555,0.3333333333333333
94,[19],[23],0.16666666666666666,0.3333333333333333
95,"[19, 24]",[23],0.05555555555555555,0.3333333333333333
96,[19],[24],0.16666666666666666,0.3333333333333333
97,"[16, 19]",[24],0.05555555555555555,0.3333333333333333
98,[19],[24],0.16666666666666666,0.3333333333333333
99,"[17, 19]",[24],0.05555555555555555,0.3333333333333333
100,[19],[25],0.16666666666666666,0.3333333333333333
101,"[16, 19]",[25],0.05555555555555555,0.3333333333333333
102,[19],[25],0.16666666666666666,0.3333333333333333
103,"[11, 19]",[25],0.041666666666666664,0.3333333333333333
104,[29],[26],0.3333333333333333,1.0
105,"[19, 29]",[26],0.16666666666666666,1.0
106,[29],[26],0.3333333333333333,1.0
107,"[17, 29]",[26],0.1111111111111111,1.0
108,[19],[27],0.00015432098765432098,0.00030864197530864197
109,"[19, 24]",[27],0.00015432098765432098,0.000925925925925926
110,[19],[27],0.00015432098765432098,0.00030864197530864197
111,"[17, 19]",[27],0.0,0.0
112,[19],[28],0.17314814814814813,0.34629629629629627
113,"[19, 24]",[28],0.09583333333333334,0.5750000000000001
114,[19],[28],0.17314814814814813,0.34629629629629627
115,"[17, 19]",[28],0.053858024691358024,0.3231481481481482
116,[26],[29],0.3333333333333333,1.0
117,"[19, 26]",[29],0.16666666666666666,1.0
118,[26],[29],0.3333333333333333,1.0
119,"[17, 26]",[29],0.1111111111111111,1.0
120,[19],[30],0.01682098765432099,0.03364197530864198
121,"[17, 19]",[30],0.0038580246913580245,0.023148148148148147
122,[19],[30],0.01682098765432099,0.03364197530864198
123,"[19, 24]",[30],0.01682098765432099,0.10092592592592593
124,[19],[31],0.14320987654320988,0.28641975308641976
125,"[2, 19]",[31],0.07160493827160494,0.42962962962962964
126,[19],[31],0.14320987654320988,0.28641975308641976
127,"[19, 24]",[31],0.053858024691358024,0.3231481481481482
