,antecedent,consequent,support,confidence
0,[63],[0],0.11963428308559271,0.7297439494914065
1,"[10, 63]",[0],0.1034760357666542,0.8286898457287588
2,[63],[0],0.11963428308559271,0.7297439494914065
3,"[19, 63]",[0],0.11075012219315143,0.7811802879740418
4,[11],[1],0.13800638279520427,0.8836524300441826
5,"[11, 19]",[1],0.12785716339380696,0.9224227338726405
6,[11],[1],0.13800638279520427,0.8836524300441826
7,"[11, 12]",[1],0.11696040941893562,0.9757735668025905
8,[24],[2],0.11497656766625457,0.8057626435623615
9,"[24, 30]",[2],0.11152640809637446,0.8872369624885637
10,[24],[2],0.11497656766625457,0.8057626435623615
11,"[24, 33]",[2],0.1067536873580403,0.897944377267231
12,[65],[3],0.07311463155170926,0.7005509641873278
13,"[8, 65]",[3],0.07245335096748225,0.7381370826010545
14,[65],[3],0.07311463155170926,0.7005509641873278
15,"[65, 67]",[3],0.07098703315028321,0.7385581812743046
16,[30],[4],0.022512291193467697,0.13563138749350423
17,"[30, 67]",[4],0.019838417526810617,0.16220028208744713
18,[30],[4],0.022512291193467697,0.13563138749350423
19,"[24, 30]",[4],0.020039676835053623,0.15942360475754805
20,[21],[5],0.11885799718236968,0.931081081081081
21,"[21, 66]",[5],0.09847330439032806,0.9816566351390085
22,[21],[5],0.11885799718236968,0.931081081081081
23,"[21, 31]",[5],0.10706995198527931,0.9536491677336747
24,[35],[6],0.11460280037951755,0.813469387755102
25,"[12, 35]",[6],0.10485609959460625,0.8625827814569537
26,[35],[6],0.11460280037951755,0.813469387755102
27,"[35, 39]",[6],0.09151548259106984,0.9288007003209805
28,[10],[7],0.11721917138667663,0.8467289719626168
29,"[10, 63]",[7],0.10830625916448636,0.8673727837900068
30,[10],[7],0.11721917138667663,0.8467289719626168
31,"[10, 19]",[7],0.10545987751933526,0.8694003318321877
32,[33],[8],0.12130186021103476,0.7707343807088053
33,"[12, 33]",[8],0.11190017538311146,0.9091333800513898
34,[33],[8],0.12130186021103476,0.7707343807088053
35,"[33, 39]",[8],0.09924959029355107,0.9312112220124089
36,[40],[9],0.1097150743221874,0.8831289053459848
37,"[25, 40]",[9],0.09232051982404187,0.9299160150593686
38,[40],[9],0.1097150743221874,0.8831289053459848
39,"[5, 40]",[9],0.09625945199965498,0.9187705817782655
40,[63],[10],0.12486702509991088,0.7616625745352509
41,"[7, 63]",[10],0.10830625916448636,0.9208017599608898
42,[63],[10],0.12486702509991088,0.7616625745352509
43,"[19, 63]",[10],0.11641413415370461,0.8211316163050091
44,[1],[11],0.13800638279520427,0.809989875126561
45,"[1, 19]",[11],0.12785716339380696,0.920132422925719
46,[1],[11],0.13800638279520427,0.809989875126561
47,"[1, 12]",[11],0.11696040941893562,0.8380716934487021
48,[1],[12],0.13955895460165033,0.8191022612217348
49,"[1, 11]",[12],0.11696040941893562,0.8475
50,[1],[12],0.13955895460165033,0.8191022612217348
51,"[1, 19]",[12],0.11857048388487967,0.8533002276019036
52,[14],[13],0.059515252580431846,0.9473684210526316
53,"[14, 33]",[13],0.009919208763405308,0.9610027855153204
