,antecedent,consequent,support,confidence
0,[19],[0],0.16666666666666666,0.3333333333333333
1,"[16, 19]",[0],0.05555555555555555,0.3333333333333333
2,[19],[0],0.16666666666666666,0.3333333333333333
3,"[19, 28]",[0],0.07438271604938272,0.42959001782531203
4,[19],[1],0.16666666666666666,0.3333333333333333
5,"[16, 19]",[1],0.05555555555555555,0.3333333333333333
6,[19],[1],0.16666666666666666,0.3333333333333333
7,"[19, 28]",[1],0.05925925925925926,0.34224598930481287
8,[19],[2],0.16666666666666666,0.3333333333333333
9,"[16, 19]",[2],0.05555555555555555,0.3333333333333333
10,[19],[2],0.16666666666666666,0.3333333333333333
11,"[19, 25]",[2],0.05555555555555555,0.3333333333333333
12,[19],[3],0.1,0.2
13,"[19, 28]",[3],0.05185185185185185,0.29946524064171126
14,[19],[3],0.1,0.2
15,"[1, 19]",[3],0.03333333333333333,0.2
16,[19],[4],0.1,0.2
17,"[19, 28]",[4],0.05185185185185185,0.29946524064171126
18,[19],[4],0.1,0.2
19,"[19, 25]",[4],0.03333333333333333,0.2
20,[19],[5],0.1,0.2
21,"[8, 19]",[5],0.025,0.2
22,[19],[5],0.1,0.2
23,"[19, 28]",[5],0.0367283950617284,0.21212121212121215
24,[19],[6],0.1,0.2
25,"[8, 19]",[6],0.025,0.2
26,[19],[6],0.1,0.2
27,"[13, 19]",[6],0.025,0.2
28,[19],[7],0.1,0.2
29,"[19, 22]",[7],0.03333333333333333,0.2
30,[19],[7],0.1,0.2
31,"[19, 24]",[7],0.03333333333333333,0.2
32,[19],[8],0.125,0.25
33,"[16, 19]",[8],0.041666666666666664,0.25
34,[19],[8],0.125,0.25
35,"[19, 28]",[8],0.04675925925925926,0.2700534759358289
36,[28],[9],0.08425925925925926,0.2559774964838256
37,"[19, 28]",[9],0.04351851851851852,0.25133689839572193
38,[28],[9],0.08425925925925926,0.2559774964838256
39,"[25, 28]",[9],0.037037037037037035,0.2588996763754045
40,[19],[10],0.125,0.25
41,"[19, 28]",[10],0.04212962962962963,0.24331550802139038
42,[19],[10],0.125,0.25
43,"[19, 25]",[10],0.041666666666666664,0.25
44,[19],[11],0.125,0.25
45,"[16, 19]",[11],0.041666666666666664,0.25
46,[19],[11],0.125,0.25
47,"[1, 19]",[11],0.041666666666666664,0.25
48,[20],[12],0.125,0.25
49,"[20, 28]",[12],0.04490740740740741,0.2878338278931751
50,[20],[12],0.125,0.25
51,"[20, 25]",[12],0.041666666666666664,0.25
52,[20],[13],0.125,0.25
53,"[20, 28]",[13],0.040740740740740744,0.26112759643916916
54,[20],[13],0.125,0.25
55,"[20, 23]",[13],0.041666666666666664,0.25
56,[20],[14],0.125,0.25
57,"[18, 20]",[14],0.041666666666666664,0.25
58,[20],[14],0.125,0.25
59,"[16, 20]",[14],0.041666666666666664,0.25
60,[20],[15],0.125,0.25
61,"[10, 20]",[15],0.03125,0.25
62,[20],[15],0.125,0.25
63,"[16, 20]",[15],0.041666666666666664,0.25
64,[19],[16],0.16666666666666666,0.3333333333333333
65,"[19, 26]",[16],0.05555555555555555,0.3333333333333333
66,[19],[16],0.16666666666666666,0.3333333333333333
67,"[8, 19]",[16],0.041666666666666664,0.3333333333333333
68,[19],[17],0.16666666666666666,0.3333333333333333
69,"[19, 26]",[17],0.05555555555555555,0.3333333333333333
70,[19],[17],0.16666666666666666,0.3333333333333333
71,"[19, 29]",[17],0.05555555555555555,0.3333333333333333
72,[20],[18],0.16666666666666666,0.3333333333333333
73,"[20, 26]",[18],0.05555555555555555,0.3333333333333333
74,[20],[18],0.16666666666666666,0.3333333333333333
75,"[20, 29]",[18],0.05555555555555555,0.3333333333333333
76,[28],[19],0.17314814814814813,0.5260196905766525
77,"[25, 28]",[19],0.07731481481481481,0.540453074433657
78,[28],[19],0.17314814814814813,0.5260196905766525
79,"[22, 28]",[19],0.06080246913580247,0.5201320132013201
80,[25],[20],0.16666666666666666,0.5
81,"[25, 28]",[20],0.06574074074074074,0.4595469255663431
82,[25],[20],0.16666666666666666,0.5
83,"[22, 25]",[20],0.05555555555555555,0.5
84,[19],[21],0.16666666666666666,0.3333333333333333
85,"[19, 25]",[21],0.05555555555555555,0.3333333333333333
86,[19],[21],0.16666666666666666,0.3333333333333333
87,"[19, 28]",[21],0.06080246913580247,0.35115864527629237
88,[19],[22],0.16666666666666666,0.3333333333333333
89,"[19, 25]",[22],0.05555555555555555,0.3333333333333333
90,[19],[22],0.16666666666666666,0.3333333333333333
91,"[19, 28]",[22],0.06080246913580247,0.35115864527629237
92,[19],[23],0.16666666666666666,0.3333333333333333
93,"[1, 19]",[23],0.05555555555555555,0.3333333333333333
94,[19],[23],0.16666666666666666,0.3333333333333333
95,"[19, 28]",[23],0.05154320987654321,0.2976827094474154
96,[19],[24],0.16666666666666666,0.3333333333333333
97,"[19, 28]",[24],0.09583333333333334,0.5534759358288771
98,[19],[24],0.16666666666666666,0.3333333333333333
99,"[8, 19]",[24],0.041666666666666664,0.3333333333333333
100,[20],[25],0.16666666666666666,0.3333333333333333
101,"[20, 28]",[25],0.06574074074074074,0.4213649851632047
102,[20],[25],0.16666666666666666,0.3333333333333333
103,"[20, 22]",[25],0.05555555555555555,0.3333333333333333
104,[29],[26],0.3333333333333333,1.0
105,"[20, 29]",[26],0.16666666666666666,1.0
106,[29],[26],0.3333333333333333,1.0
107,"[19, 29]",[26],0.16666666666666666,1.0
108,[28],[27],0.0,0.0
109,"[20, 28]",[27],0.0,0.0
110,[28],[27],0.0,0.0
111,"[22, 28]",[27],0.0,0.0
112,[19],[28],0.17314814814814813,0.34629629629629627
113,"[19, 25]",[28],0.07731481481481481,0.46388888888888885
114,[19],[28],0.17314814814814813,0.34629629629629627
115,"[19, 22]",[28],0.06080246913580247,0.36481481481481487
116,[26],[29],0.3333333333333333,1.0
117,"[20, 26]",[29],0.16666666666666666,1.0
118,[26],[29],0.3333333333333333,1.0
119,"[19, 26]",[29],0.16666666666666666,1.0
120,[28],[30],0.0,0.0
121,"[22, 28]",[30],0.0,0.0
122,[28],[30],0.0,0.0
123,"[24, 28]",[30],0.0,0.0
124,[19],[31],0.14320987654320988,0.28641975308641976
125,"[19, 25]",[31],0.08935185185185185,0.5361111111111111
126,[19],[31],0.14320987654320988,0.28641975308641976
127,"[8, 19]",[31],0.03117283950617284,0.24938271604938272
