,antecedent,consequent,support,confidence
0,[20],[0],0.16666666666666666,0.3333333333333333
1,"[20, 28]",[0],0.07407407407407407,0.4747774480712166
2,[20],[0],0.16666666666666666,0.3333333333333333
3,"[20, 23]",[0],0.05555555555555555,0.3333333333333333
4,[20],[1],0.16666666666666666,0.3333333333333333
5,"[20, 29]",[1],0.05555555555555555,0.3333333333333333
6,[20],[1],0.16666666666666666,0.3333333333333333
7,"[20, 26]",[1],0.05555555555555555,0.3333333333333333
8,[19],[2],0.16666666666666666,0.3333333333333333
9,"[19, 24]",[2],0.05555555555555555,0.3333333333333333
10,[19],[2],0.16666666666666666,0.3333333333333333
11,"[19, 26]",[2],0.05555555555555555,0.3333333333333333
12,[20],[3],0.1,0.2
13,"[2, 20]",[3],0.03333333333333333,0.2
14,[20],[3],0.1,0.2
15,"[20, 28]",[3],0.05185185185185185,0.3323442136498516
16,[2],[4],0.06666666666666667,0.2
17,"[2, 20]",[4],0.03333333333333333,0.2
18,[2],[4],0.06666666666666667,0.2
19,"[2, 19]",[4],0.03333333333333333,0.2
20,[19],[5],0.1,0.2
21,"[2, 19]",[5],0.03333333333333333,0.2
22,[19],[5],0.1,0.2
23,"[19, 24]",[5],0.03333333333333333,0.2
24,[19],[6],0.1,0.2
25,"[19, 24]",[6],0.03333333333333333,0.2
26,[19],[6],0.1,0.2
27,"[2, 19]",[6],0.03333333333333333,0.2
28,[19],[7],0.1,0.2
29,"[19, 24]",[7],0.03333333333333333,0.2
30,[19],[7],0.1,0.2
31,"[19, 31]",[7],0.05555555555555555,0.38793103448275856
32,[22],[8],0.08333333333333333,0.25
33,"[19, 22]",[8],0.041666666666666664,0.25
34,[22],[8],0.08333333333333333,0.25
35,"[15, 22]",[8],0.020833333333333332,0.25
36,[19],[9],0.125,0.25
37,"[2, 19]",[9],0.041666666666666664,0.25
38,[19],[9],0.125,0.25
39,"[19, 24]",[9],0.041666666666666664,0.25
40,[22],[10],0.08333333333333333,0.25
41,"[19, 22]",[10],0.041666666666666664,0.25
42,[22],[10],0.08333333333333333,0.25
43,"[20, 22]",[10],0.041666666666666664,0.25
44,[20],[11],0.125,0.25
45,"[2, 20]",[11],0.041666666666666664,0.25
46,[20],[11],0.125,0.25
47,"[20, 24]",[11],0.041666666666666664,0.25
48,[20],[12],0.125,0.25
49,"[20, 24]",[12],0.041666666666666664,0.25
50,[20],[12],0.125,0.25
51,"[10, 20]",[12],0.03125,0.25
52,[20],[13],0.125,0.25
53,"[2, 20]",[13],0.041666666666666664,0.25
54,[20],[13],0.125,0.25
55,"[20, 24]",[13],0.041666666666666664,0.25
56,[19],[14],0.125,0.25
57,"[2, 19]",[14],0.041666666666666664,0.25
58,[19],[14],0.125,0.25
59,"[17, 19]",[14],0.041666666666666664,0.25
60,[20],[15],0.125,0.25
61,"[2, 20]",[15],0.041666666666666664,0.25
62,[20],[15],0.125,0.25
63,"[20, 24]",[15],0.041666666666666664,0.25
64,[20],[16],0.16666666666666666,0.3333333333333333
65,"[2, 20]",[16],0.05555555555555555,0.3333333333333333
66,[20],[16],0.16666666666666666,0.3333333333333333
67,"[20, 24]",[16],0.05555555555555555,0.3333333333333333
68,[20],[17],0.16666666666666666,0.3333333333333333
69,"[20, 22]",[17],0.05555555555555555,0.3333333333333333
70,[20],[17],0.16666666666666666,0.3333333333333333
71,"[2, 20]",[17],0.05555555555555555,0.3333333333333333
72,[20],[18],0.16666666666666666,0.3333333333333333
73,"[20, 22]",[18],0.05555555555555555,0.3333333333333333
74,[20],[18],0.16666666666666666,0.3333333333333333
75,"[2, 20]",[18],0.05555555555555555,0.3333333333333333
76,[2],[19],0.16666666666666666,0.5
77,"[2, 24]",[19],0.05555555555555555,0.5
78,[2],[19],0.16666666666666666,0.5
79,"[2, 26]",[19],0.05555555555555555,0.5
80,[2],[20],0.16666666666666666,0.5
81,"[2, 26]",[20],0.05555555555555555,0.5
82,[2],[20],0.16666666666666666,0.5
83,"[2, 18]",[20],0.05555555555555555,0.5
84,[19],[21],0.16666666666666666,0.3333333333333333
85,"[19, 24]",[21],0.05555555555555555,0.3333333333333333
86,[19],[21],0.16666666666666666,0.3333333333333333
87,"[2, 19]",[21],0.05555555555555555,0.3333333333333333
88,[19],[22],0.16666666666666666,0.3333333333333333
89,"[19, 24]",[22],0.05555555555555555,0.3333333333333333
90,[19],[22],0.16666666666666666,0.3333333333333333
91,"[2, 19]",[22],0.05555555555555555,0.3333333333333333
92,[19],[23],0.16666666666666666,0.3333333333333333
93,"[19, 24]",[23],0.05555555555555555,0.3333333333333333
94,[19],[23],0.16666666666666666,0.3333333333333333
95,"[2, 19]",[23],0.05555555555555555,0.3333333333333333
96,[22],[24],0.1111111111111111,0.3333333333333333
97,"[19, 22]",[24],0.05555555555555555,0.3333333333333333
98,[22],[24],0.1111111111111111,0.3333333333333333
99,"[20, 22]",[24],0.05555555555555555,0.3333333333333333
100,[22],[25],0.1111111111111111,0.3333333333333333
101,"[19, 22]",[25],0.05555555555555555,0.3333333333333333
102,[22],[25],0.1111111111111111,0.3333333333333333
103,"[20, 22]",[25],0.05555555555555555,0.3333333333333333
104,[29],[26],0.3333333333333333,1.0
105,"[22, 29]",[26],0.1111111111111111,1.0
106,[29],[26],0.3333333333333333,1.0
107,"[20, 29]",[26],0.16666666666666666,1.0
108,[20],[27],0.0,0.0
109,"[20, 24]",[27],0.0,0.0
110,[20],[27],0.0,0.0
111,"[20, 23]",[27],0.0,0.0
112,[19],[28],0.17314814814814813,0.34629629629629627
113,"[19, 24]",[28],0.09583333333333334,0.5750000000000001
114,[19],[28],0.17314814814814813,0.34629629629629627
115,"[2, 19]",[28],0.03950617283950617,0.23703703703703705
116,[26],[29],0.3333333333333333,1.0
117,"[22, 26]",[29],0.1111111111111111,1.0
118,[26],[29],0.3333333333333333,1.0
119,"[20, 26]",[29],0.16666666666666666,1.0
120,[28],[30],0.0,0.0
121,"[19, 28]",[30],0.0,0.0
122,[28],[30],0.0,0.0
123,"[22, 28]",[30],0.0,0.0
124,[19],[31],0.14320987654320988,0.28641975308641976
125,"[2, 19]",[31],0.07160493827160494,0.42962962962962964
126,[19],[31],0.14320987654320988,0.28641975308641976
127,"[19, 23]",[31],0.0595679012345679,0.3574074074074074
