,antecedent,consequent,support,confidence
0,[39],[0],0.7543804755944932,0.8883566691230657
1,"[14, 39]",[0],0.5954317897371715,0.9001892147587511
2,[39],[0],0.7543804755944932,0.8883566691230657
3,"[39, 57]",[0],0.7503128911138923,0.8921130952380952
4,[65],[1],0.0860450563204005,0.13860887096774194
5,"[65, 71]",[1],0.0860450563204005,0.1726302573760201
6,[65],[1],0.0860450563204005,0.13860887096774194
7,"[59, 65]",[1],0.07947434292866083,0.13153806317969965
8,[39],[2],0.8016270337922403,0.9439941046425939
9,"[39, 57]",[2],0.7934918648310388,0.943452380952381
10,[39],[2],0.8016270337922403,0.9439941046425939
11,"[0, 39]",[2],0.714017521902378,0.9464952301949399
12,[12],[3],0.07040050062578222,0.11105626850937808
13,"[12, 14]",[3],0.07040050062578222,0.11580030880082345
14,[12],[3],0.07040050062578222,0.11105626850937808
15,"[8, 12]",[3],0.06414267834793493,0.12630930375847196
16,[14],[4],0.7578222778473092,0.9688000000000001
17,"[0, 14]",[4],0.695244055068836,0.9779929577464788
18,[14],[4],0.7578222778473092,0.9688000000000001
19,"[12, 14]",[4],0.5976220275344181,0.9830159547092125
20,[39],[5],0.034730913642052566,0.040899042004421515
21,"[14, 39]",[5],0.02346683354192741,0.035477767265846734
22,[39],[5],0.034730913642052566,0.040899042004421515
23,"[39, 55]",[5],0.034730913642052566,0.04091411721341688
24,[55],[6],0.898936170212766,0.8992175273865414
25,"[55, 57]",[6],0.8867334167709637,0.9002541296060992
26,[55],[6],0.898936170212766,0.8992175273865414
27,"[26, 55]",[6],0.896433041301627,0.9009433962264151
28,[39],[7],0.08385481852315395,0.09874723655121592
29,"[39, 57]",[7],0.08291614518147684,0.09858630952380952
30,[39],[7],0.08385481852315395,0.09874723655121592
31,"[39, 63]",[7],0.08260325406758448,0.10107197549770292
32,[14],[8],0.5710262828535669,0.73
33,"[12, 14]",[8],0.4924906132665832,0.8100874935666494
34,[14],[8],0.5710262828535669,0.73
